source,destination,journey_date,airline,stops,seasonality,price
Thiruvananthapuram,Siliguri,2021-09-21,Air India,1,0,7870
Bareilly,Dehradun,2022-11-10,Go First,0,1,5028
Durgapur,Panaji,2025-09-20,IndiGo,1,0,5884
Ludhiana,Siliguri,2021-02-05,Vistara,0,0,6350
Palakkad,Durgapur,2023-01-15,SpiceJet,2,1,8657
Vijayawada,Bhavnagar,2021-09-10,Vistara,2,0,8035
Ahmedabad,Bhavnagar,2025-11-15,AirAsia,1,1,8382
Thrissur,Mangalore,2022-12-30,Air India,1,1,8951
Meerut,Hyderabad,2025-04-01,SpiceJet,1,0,7630
Gaya,Madurai,2026-06-15,IndiGo,2,1,9856
Jodhpur,Belgaum,2025-11-08,SpiceJet,1,1,8984
Dehradun,Faridabad,2025-08-09,AirAsia,2,0,6478
Asansol,Bareilly,2025-04-17,Go First,2,0,8883
Guntur,Faridabad,2021-07-20,IndiGo,1,0,6523
Jabalpur,Coimbatore,2025-08-02,Air India,1,0,9145
Quilon,Kollam,2025-07-25,IndiGo,2,0,9330
Visakhapatnam,Nellore,2025-07-20,Go First,0,0,6161
Moradabad,Jaipur,2021-01-14,Go First,2,1,6738
Rajahmundry,Imphal,2022-09-23,IndiGo,1,0,5848
Kurnool,Nanded,2025-03-31,Go First,0,0,4221
Jammu,Varanasi,2024-02-19,SpiceJet,0,0,5588
Bhubaneswar,Udaipur,2021-11-29,AirAsia,1,1,6614
Kochi,Solapur,2026-07-11,SpiceJet,2,0,6966
Mumbai,Patna,2026-11-03,Air India,1,1,11209
Bareilly,Indore,2026-02-23,IndiGo,2,0,5708
Asansol,Guntur,2021-02-04,SpiceJet,1,0,5595
Belgaum,Itanagar,2024-07-31,SpiceJet,1,0,6251
Srinagar,Hubli,2025-11-26,SpiceJet,2,1,9135
Jaipur,Durgapur,2025-01-11,SpiceJet,0,1,8732
Jaipur,Rajahmundry,2021-07-31,SpiceJet,1,0,6022
Lucknow,Kannur,2023-12-25,AirAsia,1,1,8485
Tiruchirappalli,Lucknow,2026-11-23,AirAsia,0,1,7490
Kolkata,Delhi,2024-09-14,SpiceJet,1,0,8322
Nashik,Bikaner,2023-12-09,AirAsia,1,1,6305
Salem,Madurai,2021-12-21,SpiceJet,1,1,5561
Guwahati,Sangli,2025-07-08,SpiceJet,0,0,6243
Nashik,Jamnagar,2023-02-09,IndiGo,1,0,6085
Ranchi,Thrissur,2025-06-12,AirAsia,1,1,7329
Prayagraj,Kota,2025-04-04,Vistara,0,0,7093
Varanasi,Visakhapatnam,2026-03-31,AirAsia,1,0,7934
Ratnagiri,Guntur,2021-09-29,Vistara,1,0,5710
Durgapur,Belgaum,2025-12-08,Go First,0,1,7712
Palakkad,Vadodara,2025-07-03,AirAsia,1,0,6079
Kolkata,Moradabad,2025-06-02,Air India,0,1,9323
Jamnagar,Noida,2024-01-09,Air India,0,1,8215
Delhi,Siliguri,2021-08-02,IndiGo,1,0,6631
Warangal,Faridabad,2026-01-19,Go First,2,1,7710
Kottayam,Sangli,2021-04-09,Go First,0,0,5960
Agra,Vijayawada,2025-05-29,IndiGo,1,1,6706
Tirupati,Jabalpur,2022-05-28,Go First,2,1,9343
Tiruchirappalli,Jammu,2021-07-24,Vistara,1,0,6292
Prayagraj,Siliguri,2026-07-28,Vistara,2,0,8330
Bhubaneswar,Nashik,2025-03-16,IndiGo,2,0,8555
Rajahmundry,Jalandhar,2022-12-20,IndiGo,1,1,6971
Jhansi,Ludhiana,2026-10-13,IndiGo,1,0,7157
Bhavnagar,Jaipur,2021-03-20,Go First,1,0,5548
Visakhapatnam,Vadodara,2025-01-22,SpiceJet,1,1,10205
Jammu,Prayagraj,2021-05-27,SpiceJet,1,1,6479
Vadodara,Asansol,2024-05-13,AirAsia,0,1,8785
Ambala,Meerut,2026-05-17,Air India,1,1,8328
Jodhpur,Jaipur,2026-03-21,Go First,1,0,7278
Udaipur,Raipur,2023-12-04,SpiceJet,1,1,6692
Jaipur,Gwalior,2023-01-05,IndiGo,1,1,7683
Pune,Salem,2022-06-23,Go First,1,1,6352
Jalandhar,Vellore,2022-11-19,Go First,0,1,6537
Udaipur,Salem,2023-02-01,AirAsia,2,0,8120
Itanagar,Bareilly,2021-10-16,IndiGo,0,0,3069
Kottayam,Varanasi,2023-12-21,Vistara,1,1,8281
Kollam,Ratnagiri,2023-08-15,IndiGo,0,0,5538
Tezpur,Kollam,2021-03-24,AirAsia,0,0,4312
Kota,Kottayam,2026-12-26,Vistara,0,1,10557
Gaya,Coimbatore,2024-04-21,Vistara,1,0,7077
Gwalior,Bareilly,2026-06-25,SpiceJet,2,1,10766
Kannur,Pondicherry,2021-08-28,Air India,1,0,8226
Thrissur,Mangalore,2024-05-08,Go First,0,1,7718
Delhi,Chennai,2021-02-09,IndiGo,1,0,7478
Nashik,Ujjain,2025-05-08,Go First,1,1,9549
Aurangabad,Kochi,2026-09-06,Go First,1,0,5230
Pondicherry,Nanded,2023-10-10,SpiceJet,1,0,7013
Dhanbad,Thiruvananthapuram,2023-08-17,SpiceJet,2,0,6167
Tirunelveli,Asansol,2023-03-28,SpiceJet,2,0,5540
Jodhpur,Thrissur,2023-08-03,SpiceJet,0,0,4760
Kanpur,Nagpur,2025-05-21,Air India,0,1,9661
Ludhiana,Thiruvananthapuram,2023-04-27,AirAsia,0,0,4644
Nanded,Jhansi,2024-06-30,SpiceJet,2,1,10344
Agra,Visakhapatnam,2024-09-13,AirAsia,2,0,6422
Pune,Bhavnagar,2024-03-10,Go First,0,0,6168
Gaya,Solapur,2022-09-05,AirAsia,1,0,5843
Varanasi,Palakkad,2021-05-23,Go First,0,1,5036
Rourkela,Agra,2025-02-13,Air India,1,0,8506
Belgaum,Jhansi,2022-02-08,Air India,1,0,7552
Kanpur,Kollam,2026-07-30,AirAsia,1,0,7515
Gaya,Jalandhar,2024-07-19,Vistara,0,0,7775
Nagpur,Mangalore,2024-02-20,Air India,0,0,6690
Allahabad,Sangli,2024-05-21,Air India,1,1,9489
Vellore,Gorakhpur,2022-10-13,Air India,0,0,6458
Belgaum,Nashik,2021-06-21,Vistara,1,1,9502
Patna,Sangli,2025-03-14,Vistara,1,0,9367
Amritsar,Rourkela,2025-10-07,AirAsia,1,0,6963
Nashik,Bikaner,2024-11-04,Go First,1,1,9068
Rourkela,Durgapur,2023-01-31,IndiGo,1,1,8436
Jodhpur,Tiruchirappalli,2024-09-29,SpiceJet,2,0,7929
Chennai,Amritsar,2024-03-06,Vistara,0,0,5252
Vijayawada,Belgaum,2023-03-06,Air India,0,0,6435
Mangalore,Kurnool,2021-01-20,Air India,2,1,7687
Kollam,Nashik,2026-11-05,SpiceJet,1,1,7428
Vadodara,Faridabad,2021-07-15,Vistara,2,0,8166
Nanded,Imphal,2021-08-01,SpiceJet,1,0,6166
Amritsar,Nellore,2026-09-20,SpiceJet,2,0,7811
Belgaum,Visakhapatnam,2022-10-14,AirAsia,1,0,6276
Calicut,Kota,2023-01-27,AirAsia,0,1,8315
Guwahati,Kannur,2022-10-11,SpiceJet,1,0,7076
Vijayawada,Nagpur,2025-03-16,Go First,1,0,7599
Srinagar,Faridabad,2025-05-01,Air India,1,1,10096
Patna,Thrissur,2021-12-14,AirAsia,0,1,4662
Allahabad,Nellore,2024-07-27,IndiGo,0,0,5806
Ranchi,Jhansi,2023-12-08,AirAsia,2,1,8182
Rajahmundry,Sangli,2022-12-02,IndiGo,1,1,5837
Aurangabad,Dhanbad,2022-06-13,Air India,1,1,9631
Solapur,Jamshedpur,2024-09-20,Go First,1,0,5792
Bareilly,Mumbai,2022-05-29,AirAsia,2,1,9518
Bangalore,Hubli,2022-06-03,AirAsia,0,1,6780
Thiruvananthapuram,Jhansi,2024-10-11,IndiGo,1,0,7766
Erode,Ujjain,2025-01-10,Air India,1,1,8091
Gaya,Solapur,2022-03-24,AirAsia,1,0,4796
Itanagar,Noida,2025-11-20,Air India,2,1,8807
Noida,Palakkad,2025-06-29,Vistara,0,1,7688
Palakkad,Gorakhpur,2025-05-11,Go First,0,1,7598
Indore,Patna,2022-07-30,Go First,0,0,6112
Aurangabad,Visakhapatnam,2025-10-21,Go First,1,0,4769
Guwahati,Jodhpur,2022-07-13,Air India,1,0,8749
Imphal,Bangalore,2023-08-14,Go First,0,0,5416
Indore,Allahabad,2022-02-15,SpiceJet,0,0,5874
Guwahati,Meerut,2021-08-17,Air India,2,0,6606
Surat,Tirunelveli,2023-12-21,SpiceJet,1,1,6649
Kolkata,Varanasi,2022-08-18,AirAsia,2,0,7279
Kanpur,Kochi,2026-09-29,Vistara,2,0,8073
Tirunelveli,Kannur,2022-04-17,Vistara,0,0,7234
Varanasi,Amritsar,2021-05-11,AirAsia,0,1,5253
Kannur,Solapur,2023-07-29,AirAsia,1,0,6339
Ranchi,Warangal,2021-11-12,IndiGo,2,1,6089
Madurai,Ludhiana,2026-08-17,Go First,0,0,6572
Bikaner,Hyderabad,2023-10-29,Go First,2,0,6488
Durgapur,Udaipur,2021-04-05,Go First,1,0,5854
Raipur,Chandigarh,2022-04-18,Go First,2,0,5604
Ahmedabad,Palakkad,2022-04-06,SpiceJet,2,0,6877
Erode,Udaipur,2021-08-15,Go First,1,0,5247
Ambala,Durgapur,2024-10-08,Vistara,1,0,8210
Solapur,Pune,2021-05-29,Vistara,1,1,9366
Gorakhpur,Itanagar,2024-07-16,Go First,1,0,4813
Kannur,Rajkot,2026-06-08,Air India,2,1,10801
Gaya,Meerut,2021-11-26,Vistara,1,1,6323
Dehradun,Ujjain,2024-03-20,Vistara,1,0,8438
Warangal,Itanagar,2025-09-28,Air India,0,0,8335
Kannur,Moradabad,2024-07-22,Vistara,1,0,8552
Mumbai,Erode,2026-08-29,SpiceJet,0,0,6362
Panaji,Quilon,2021-02-04,Air India,2,0,6795
Kurnool,Bhopal,2022-01-23,Go First,1,1,7969
Salem,Meerut,2021-06-02,SpiceJet,1,1,7091
Noida,Jammu,2023-08-08,IndiGo,2,0,7671
Rajahmundry,Mangalore,2026-04-22,Go First,1,0,5937
Bhubaneswar,Pondicherry,2025-11-25,AirAsia,0,1,8096
Kottayam,Hubli,2021-09-06,Vistara,0,0,6092
Kottayam,Chandigarh,2024-05-10,AirAsia,2,1,10220
Solapur,Patna,2022-09-29,Air India,1,0,6243
Kanpur,Erode,2023-06-10,Go First,0,1,6990
Gorakhpur,Mysore,2026-10-09,Vistara,0,0,6882
Palakkad,Chandigarh,2021-09-07,Vistara,0,0,7195
Warangal,Kolkata,2026-03-20,Go First,1,0,7661
Siliguri,Imphal,2022-10-14,Vistara,1,0,6667
Bhavnagar,Bangalore,2023-04-11,Air India,2,0,7491
Hubli,Hyderabad,2021-02-12,Go First,1,0,6397
Amritsar,Raipur,2025-02-19,SpiceJet,1,0,6902
Guntur,Bhavnagar,2026-12-13,SpiceJet,1,1,6317
Tezpur,Sangli,2025-04-05,Air India,2,0,10487
Ludhiana,Kolkata,2021-02-19,IndiGo,1,0,6908
Pondicherry,Guwahati,2025-07-24,Go First,1,0,8143
Thrissur,Calicut,2021-09-14,SpiceJet,1,0,6205
Kochi,Jamshedpur,2023-03-15,Go First,1,0,5291
Kakinada,Allahabad,2023-07-17,IndiGo,2,0,8118
Agra,Rajahmundry,2026-06-01,SpiceJet,2,1,10399
Bikaner,Amritsar,2024-12-04,AirAsia,0,1,8210
Erode,Srinagar,2021-08-05,Air India,0,0,6951
Gorakhpur,Jammu,2024-04-30,AirAsia,1,0,7705
Calicut,Salem,2022-04-10,Vistara,1,0,6603
Kollam,Panaji,2025-06-07,Vistara,0,1,9224
Faridabad,Belgaum,2023-09-04,Vistara,1,0,8323
Delhi,Madurai,2022-03-11,Air India,1,0,7771
Ahmedabad,Amritsar,2024-02-23,SpiceJet,1,0,5825
Agra,Amritsar,2026-10-05,IndiGo,1,0,8366
Kakinada,Tezpur,2023-05-20,Vistara,1,1,10835
Ambala,Indore,2022-03-09,SpiceJet,1,0,5533
Kakinada,Mysore,2024-06-04,Vistara,2,1,10638
Hubli,Sangli,2022-12-26,Go First,1,1,7345
Dehradun,Panaji,2022-01-26,IndiGo,2,1,7710
Meerut,Pondicherry,2025-06-24,IndiGo,0,1,6566
Tirupati,Jammu,2021-03-28,AirAsia,2,0,6711
Dehradun,Allahabad,2026-12-28,AirAsia,0,1,7923
Kakinada,Faridabad,2021-07-18,Vistara,1,0,8237
Chandigarh,Guntur,2026-08-12,SpiceJet,0,0,5442
Bhopal,Moradabad,2021-10-01,Vistara,1,0,6445
Kottayam,Kurnool,2023-06-17,IndiGo,0,1,7360
Tirupati,Ujjain,2025-08-08,AirAsia,0,0,5702
Kochi,Imphal,2025-05-04,Go First,0,1,9274
Allahabad,Faridabad,2026-06-25,AirAsia,2,1,8118
Bhubaneswar,Nellore,2025-12-09,Go First,1,1,9280
Kottayam,Allahabad,2021-12-19,AirAsia,2,1,6493
Meerut,Kakinada,2024-05-15,Vistara,1,1,8772
Ludhiana,Udaipur,2026-01-19,Go First,2,1,8909
Erode,Moradabad,2024-03-16,SpiceJet,2,0,8413
Vijayawada,Siliguri,2025-07-06,SpiceJet,1,0,4720
Dharwad,Gaya,2026-10-02,Go First,0,0,7234
Panaji,Dehradun,2022-10-28,Vistara,1,0,7907
Prayagraj,Kanpur,2024-06-30,Go First,2,1,9248
Jamshedpur,Kolkata,2024-06-07,Air India,1,1,7490
Bikaner,Bareilly,2024-10-02,AirAsia,0,0,5222
Surat,Tirupati,2026-07-05,IndiGo,1,0,5689
Visakhapatnam,Aurangabad,2022-04-06,Go First,2,0,7897
Kanpur,Kurnool,2024-08-24,Go First,1,0,7769
Udaipur,Solapur,2025-05-18,Go First,2,1,10287
Bhubaneswar,Asansol,2021-11-17,SpiceJet,2,1,9010
Delhi,Chandigarh,2025-01-31,AirAsia,1,1,5999
Lucknow,Rourkela,2022-02-22,Go First,1,0,6689
Gorakhpur,Ratnagiri,2023-01-27,SpiceJet,1,1,5730
Lucknow,Kota,2024-09-24,Go First,1,0,5445
Chandigarh,Ratnagiri,2026-04-28,Vistara,1,0,7103
Belgaum,Itanagar,2022-09-11,IndiGo,2,0,7098
Vijayawada,Prayagraj,2022-02-23,SpiceJet,2,0,6946
Calicut,Thrissur,2021-06-04,IndiGo,2,1,5896
Raipur,Thiruvananthapuram,2022-09-18,Vistara,1,0,7299
Tirunelveli,Meerut,2022-10-05,Go First,1,0,7561
Kollam,Patna,2022-08-01,IndiGo,1,0,6594
Gaya,Gwalior,2021-07-28,AirAsia,1,0,6268
Mysore,Pune,2024-04-05,Go First,2,0,8803
Chennai,Quilon,2024-04-05,Air India,0,0,7906
Noida,Srinagar,2021-10-20,SpiceJet,2,0,6605
Prayagraj,Jamshedpur,2026-07-03,IndiGo,2,0,8166
Agra,Hyderabad,2021-04-24,SpiceJet,0,0,6038
Kota,Moradabad,2024-02-25,Vistara,1,0,7509
Sangli,Rourkela,2026-05-27,IndiGo,1,1,6476
Hubli,Ujjain,2026-09-21,SpiceJet,1,0,6723
Lucknow,Bhubaneswar,2024-09-23,Go First,1,0,6279
Kolkata,Indore,2023-08-04,IndiGo,1,0,6071
Kanpur,Belgaum,2023-01-10,Air India,2,1,9951
Prayagraj,Panaji,2024-09-02,Air India,1,0,9147
Bhavnagar,Varanasi,2026-11-15,Vistara,0,1,7270
Calicut,Solapur,2026-11-03,IndiGo,2,1,8862
Mangalore,Kottayam,2021-08-14,IndiGo,1,0,6050
Varanasi,Jodhpur,2026-08-22,SpiceJet,1,0,8537
Madurai,Warangal,2024-07-23,IndiGo,1,0,5070
Udaipur,Solapur,2021-10-12,Vistara,1,0,6738
Nashik,Pondicherry,2021-12-09,Vistara,1,1,6154
Aurangabad,Sangli,2021-05-07,SpiceJet,1,1,8109
Moradabad,Jalandhar,2026-09-02,Vistara,2,0,9944
Erode,Guwahati,2026-09-29,SpiceJet,1,0,6410
Ambala,Bangalore,2023-02-13,Vistara,1,0,8795
Chennai,Jabalpur,2021-04-23,IndiGo,1,0,4546
Gaya,Nashik,2026-04-09,Vistara,2,0,11328
Jaipur,Thiruvananthapuram,2021-10-26,IndiGo,2,0,8152
Mangalore,Raipur,2025-02-19,SpiceJet,2,0,7426
Jamshedpur,Nashik,2023-05-13,AirAsia,1,1,5761
Rajahmundry,Jamshedpur,2021-08-02,Go First,1,0,5222
Kanpur,Panaji,2021-01-30,SpiceJet,0,1,4246
Madurai,Durgapur,2022-08-17,AirAsia,2,0,6726
Shimla,Surat,2026-01-08,Air India,1,1,9294
Jhansi,Vellore,2022-09-30,AirAsia,0,0,4250
Ambala,Udaipur,2025-04-06,Vistara,2,0,10063
Hubli,Itanagar,2025-03-31,Air India,2,0,7744
Jaipur,Visakhapatnam,2024-02-28,IndiGo,0,0,5524
Amritsar,Itanagar,2024-11-11,Air India,2,1,9467
Nashik,Jhansi,2026-12-29,Vistara,0,1,8794
Gorakhpur,Amritsar,2023-09-16,Air India,1,0,8345
Asansol,Rajahmundry,2023-01-26,IndiGo,2,1,9418
Dharwad,Hyderabad,2022-04-26,Go First,1,0,5638
Warangal,Bikaner,2024-05-30,Air India,2,1,11051
Nashik,Bhubaneswar,2024-08-24,Air India,1,0,8797
Raipur,Ratnagiri,2024-08-06,SpiceJet,1,0,4792
Salem,Nagpur,2023-05-26,SpiceJet,0,1,6391
Erode,Gwalior,2022-02-18,Air India,0,0,6261
Ambala,Surat,2025-08-02,SpiceJet,0,0,3868
Gorakhpur,Thrissur,2026-09-18,AirAsia,1,0,7092
Kakinada,Shimla,2024-08-04,IndiGo,1,0,8051
Jodhpur,Faridabad,2021-01-31,IndiGo,0,1,4315
Meerut,Patna,2024-10-02,IndiGo,1,0,5783
Durgapur,Nashik,2023-07-27,AirAsia,0,0,5528
Chandigarh,Delhi,2025-11-28,Go First,0,1,7985
Kottayam,Kanpur,2026-07-16,Go First,0,0,7141
Bikaner,Faridabad,2025-07-27,Air India,1,0,9457
Ratnagiri,Agra,2025-12-28,Air India,1,1,7673
Nellore,Raipur,2021-06-04,SpiceJet,1,1,6584
Gwalior,Ratnagiri,2022-03-04,SpiceJet,0,0,3628
Visakhapatnam,Jodhpur,2024-01-20,AirAsia,1,1,8723
Kannur,Nanded,2023-01-19,AirAsia,2,1,8017
Ahmedabad,Warangal,2024-12-28,AirAsia,0,1,7587
Tiruchirappalli,Shimla,2023-08-04,Air India,1,0,9160
Guwahati,Madurai,2021-11-30,Air India,1,1,7234
Allahabad,Surat,2023-03-07,Air India,1,0,7570
Srinagar,Jalandhar,2023-10-27,Air India,1,0,5446
Vellore,Thrissur,2022-03-08,SpiceJet,1,0,4958
Quilon,Chandigarh,2024-02-28,AirAsia,1,0,6621
Mysore,Ranchi,2023-06-30,Air India,2,1,9754
Jhansi,Jammu,2022-10-27,AirAsia,0,0,6799
Solapur,Noida,2024-11-20,SpiceJet,0,1,6217
Calicut,Rourkela,2024-07-03,IndiGo,1,0,7121
Thrissur,Patna,2021-03-14,IndiGo,1,0,5818
Ujjain,Kota,2025-08-22,Go First,2,0,9357
Moradabad,Indore,2022-05-09,SpiceJet,1,1,7513
Bhopal,Dhanbad,2023-03-03,AirAsia,2,0,6948
Dehradun,Salem,2025-06-05,AirAsia,2,1,8865
Pune,Jodhpur,2022-11-05,AirAsia,2,1,7098
Vellore,Gaya,2026-02-07,AirAsia,1,0,5935
Srinagar,Solapur,2022-03-15,Air India,0,0,5698
Nanded,Gwalior,2021-09-02,SpiceJet,1,0,5878
Itanagar,Vadodara,2022-07-19,Air India,1,0,6316
Aurangabad,Calicut,2025-03-18,AirAsia,1,0,7924
Sangli,Ranchi,2022-07-11,SpiceJet,2,0,6970
Pondicherry,Kanpur,2025-05-05,Go First,2,1,7828
Mumbai,Dehradun,2024-03-25,IndiGo,1,0,8421
Nanded,Asansol,2024-01-12,Go First,2,1,9740
Palakkad,Ambala,2026-12-29,AirAsia,1,1,8283
Tirupati,Itanagar,2026-07-30,Vistara,2,0,11415
Belgaum,Warangal,2026-09-22,Vistara,2,0,10022
Nanded,Allahabad,2021-03-21,Go First,0,0,4919
Dharwad,Dhanbad,2021-08-02,AirAsia,2,0,5422
Ranchi,Surat,2024-12-23,AirAsia,2,1,9715
Jammu,Belgaum,2021-07-14,Go First,1,0,7344
Erode,Dhanbad,2022-01-06,Vistara,1,1,8564
Ratnagiri,Tezpur,2022-10-13,Go First,0,0,4347
Ujjain,Dharwad,2025-09-15,IndiGo,1,0,5531
Jhansi,Kochi,2025-09-02,Go First,2,0,8401
Ujjain,Lucknow,2026-07-29,SpiceJet,2,0,10372
Vellore,Surat,2022-05-14,Vistara,0,1,6696
Kollam,Pondicherry,2025-03-08,SpiceJet,0,0,6066
Bangalore,Thrissur,2022-09-26,IndiGo,2,0,5904
Dhanbad,Jodhpur,2022-07-26,IndiGo,1,0,5895
Siliguri,Bhubaneswar,2021-04-22,Vistara,1,0,6654
Jamnagar,Ranchi,2025-05-12,Air India,1,1,11775
Pondicherry,Kolkata,2025-01-24,AirAsia,1,1,7670
Faridabad,Jalandhar,2025-06-16,Vistara,1,1,10079
Palakkad,Pune,2022-03-23,AirAsia,0,0,4809
Kannur,Moradabad,2022-05-30,AirAsia,0,1,5346
Jalandhar,Aurangabad,2023-09-12,AirAsia,2,0,5517
Kakinada,Gaya,2022-07-25,Vistara,2,0,10302
Gorakhpur,Bangalore,2026-05-23,AirAsia,0,1,6905
Jhansi,Shimla,2022-11-16,Vistara,2,1,8120
Nagpur,Sangli,2022-12-14,Go First,2,1,7622
Coimbatore,Sangli,2026-10-16,Go First,0,0,4125
Imphal,Kannur,2024-05-25,IndiGo,1,1,9449
Bikaner,Siliguri,2023-04-28,IndiGo,1,0,4417
Aurangabad,Mysore,2023-04-15,Go First,0,0,5310
Ujjain,Kolkata,2021-03-31,Go First,2,0,7723
Siliguri,Kanpur,2026-03-16,Go First,2,0,6092
Chandigarh,Warangal,2024-07-18,SpiceJet,1,0,5771
Nellore,Asansol,2023-04-21,Air India,0,0,7526
Prayagraj,Jalandhar,2025-09-13,AirAsia,1,0,7220
Vellore,Kanpur,2023-05-18,IndiGo,2,1,8269
Agra,Jodhpur,2021-05-10,SpiceJet,1,1,6800
Dharwad,Warangal,2025-09-09,SpiceJet,1,0,7320
Salem,Nashik,2021-01-15,AirAsia,0,1,7981
Palakkad,Kanpur,2023-11-18,Go First,1,1,7694
Jhansi,Nellore,2022-10-01,SpiceJet,0,0,6749
Guntur,Gwalior,2023-02-21,AirAsia,0,0,5320
Faridabad,Ahmedabad,2024-04-07,Air India,1,0,7972
Bhavnagar,Jabalpur,2025-11-21,AirAsia,0,1,7870
Jamshedpur,Kannur,2022-01-01,SpiceJet,1,1,5881
Amritsar,Belgaum,2026-09-23,Air India,0,0,7619
Amritsar,Kolkata,2022-06-10,AirAsia,2,1,7707
Tirupati,Gaya,2026-05-21,Vistara,1,1,9388
Srinagar,Dharwad,2024-07-21,Vistara,1,0,6799
Srinagar,Tirupati,2022-07-27,Go First,1,0,3875
Chandigarh,Kota,2025-04-18,Go First,1,0,5146
Faridabad,Ahmedabad,2025-01-03,Vistara,0,1,7620
Ujjain,Mysore,2025-10-30,SpiceJet,0,0,6599
Patna,Faridabad,2025-06-25,Air India,0,1,8087
Kakinada,Kannur,2021-03-17,AirAsia,0,0,4200
Kurnool,Pondicherry,2022-10-11,AirAsia,0,0,6361
Bhavnagar,Jabalpur,2023-04-12,Vistara,1,0,6091
Guwahati,Pune,2022-05-18,SpiceJet,1,1,5925
Kanpur,Hyderabad,2024-12-09,SpiceJet,2,1,9895
Rajkot,Kannur,2025-03-13,Air India,1,0,8228
Durgapur,Jammu,2025-02-03,SpiceJet,1,0,6012
Calicut,Imphal,2021-04-28,IndiGo,1,0,7349
Meerut,Thrissur,2023-12-03,Vistara,1,1,10106
Thrissur,Noida,2023-08-05,Air India,1,0,9071
Amritsar,Jamnagar,2026-05-16,IndiGo,2,1,10763
Jodhpur,Rajahmundry,2021-02-13,Go First,2,0,5508
Salem,Tirupati,2023-02-08,Go First,0,0,6788
Prayagraj,Kanpur,2025-01-03,IndiGo,2,1,9684
Tezpur,Kurnool,2026-11-28,SpiceJet,1,1,8677
Prayagraj,Rajahmundry,2022-04-15,AirAsia,1,0,5513
Imphal,Tirunelveli,2025-07-11,AirAsia,1,0,5068
Ludhiana,Nellore,2026-02-27,Vistara,1,0,10309
Quilon,Siliguri,2025-07-14,Go First,2,0,5458
Pune,Thiruvananthapuram,2024-10-22,SpiceJet,1,0,7998
Ujjain,Jamshedpur,2025-10-01,AirAsia,2,0,6038
Jamnagar,Mangalore,2026-12-31,Go First,2,1,10392
Bhopal,Kannur,2026-03-10,Vistara,1,0,6879
Guntur,Gaya,2021-06-13,Go First,1,1,6697
Bareilly,Mumbai,2023-05-02,SpiceJet,1,1,8717
Rajkot,Dharwad,2024-08-18,Vistara,1,0,7806
Nashik,Bhopal,2026-12-18,AirAsia,2,1,7964
Thiruvananthapuram,Vadodara,2025-07-12,Go First,0,0,5157
Guwahati,Patna,2024-07-22,Go First,1,0,5321
Prayagraj,Rourkela,2022-10-31,Go First,1,0,6780
Moradabad,Vellore,2025-05-03,AirAsia,1,1,6816
Faridabad,Shimla,2022-06-21,Vistara,2,1,8202
Mangalore,Mumbai,2021-07-22,IndiGo,0,0,4889
Mysore,Bhubaneswar,2021-04-14,SpiceJet,1,0,4106
Jamnagar,Sangli,2021-07-16,IndiGo,0,0,3174
Lucknow,Visakhapatnam,2026-11-27,IndiGo,2,1,11450
Visakhapatnam,Prayagraj,2024-05-28,AirAsia,1,1,7897
Gwalior,Madurai,2022-12-28,SpiceJet,2,1,6885
Kota,Hubli,2023-09-20,Go First,2,0,6853
Guwahati,Ludhiana,2025-06-28,Air India,1,1,10417
Gorakhpur,Dhanbad,2024-05-26,SpiceJet,0,1,6359
Rajahmundry,Kota,2026-08-11,IndiGo,1,0,5850
Jamshedpur,Bhubaneswar,2022-11-22,Go First,2,1,8043
Patna,Kochi,2026-07-04,AirAsia,2,0,6152
Durgapur,Kurnool,2026-10-06,SpiceJet,1,0,5240
Dharwad,Solapur,2021-06-15,AirAsia,1,1,5741
Guntur,Nagpur,2023-05-14,Vistara,1,1,11174
Dharwad,Ranchi,2023-01-14,Air India,0,1,9555
Siliguri,Guwahati,2023-01-29,AirAsia,2,1,8525
Pondicherry,Agra,2021-11-18,Go First,0,1,3926
Guwahati,Nagpur,2026-10-01,Vistara,0,0,7110
Kota,Nagpur,2023-06-30,Vistara,1,1,9904
Kota,Kollam,2025-02-05,Air India,2,0,10725
Kolkata,Moradabad,2022-10-04,SpiceJet,0,0,4554
Coimbatore,Allahabad,2023-01-07,Go First,0,1,7638
Prayagraj,Kurnool,2021-06-22,AirAsia,1,1,8284
Lucknow,Prayagraj,2021-10-02,SpiceJet,0,0,5196
Bhubaneswar,Gwalior,2022-04-13,Go First,2,0,6272
Jhansi,Bikaner,2024-01-16,Air India,1,1,10487
Ujjain,Kottayam,2022-08-07,IndiGo,2,0,8727
Panaji,Nashik,2022-04-18,Vistara,1,0,6657
Gaya,Jalandhar,2024-06-23,AirAsia,1,1,5600
Bareilly,Aurangabad,2025-09-23,Vistara,1,0,9131
Noida,Guntur,2022-08-14,AirAsia,1,0,5589
Nellore,Amritsar,2024-03-18,Air India,0,0,8847
Delhi,Bikaner,2022-09-20,AirAsia,1,0,7233
Bhavnagar,Varanasi,2022-12-23,AirAsia,0,1,6193
Kanpur,Nashik,2021-06-03,SpiceJet,2,1,6169
Bareilly,Ambala,2022-03-24,Vistara,2,0,7242
Amritsar,Kannur,2026-10-27,Go First,1,0,7169
Surat,Chennai,2024-09-01,IndiGo,2,0,9023
Palakkad,Mysore,2026-06-20,Vistara,1,1,9108
Kollam,Thiruvananthapuram,2024-01-22,Go First,1,1,8157
